pattern_id,pattern_type,description,severity,detection_count,last_seen,created_at,feature_vector
SIG-0151,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 151: detected in international channel with high confidence.,critical,742,2026-01-01,2024-09-12,"[-0.3231, -1.2151, 0.8463, -1.2136, 0.091, 0.9285, 0.3273, -0.7855, 0.0898, -0.2311, -0.2576, 1.6807, 0.5274, 0.0717, -0.0869, -0.5787, 0.0907, -0.8044, 0.1348, -0.0342, 1.4379, 0.1213, 1.5307, 0.1441, 0.3146, -1.4912, 1.845, -0.0761, 0.4367, 0.2263, 0.3741, -0.6603, 1.4008, -1.846, -0.6181, -0.3781, -0.323, 0.6166, -2.4523, 0.7962, -0.1138, -1.6316, -1.214, -0.0875, 2.2242, -0.5604, 0.367, -0.6231, 2.3995, 0.1622, -1.9721, 0.0708, -0.0356, 0.2839, -0.1485, -0.0364, 1.6482, -0.206, -1.2352, 1.1948, 0.7646, -3.5402, -0.2467, 0.9801]"
SIG-0152,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 152: detected in wire channel with high confidence.,high,1604,2026-02-26,2024-09-07,"[0.2138, 0.8999, -0.1751, -0.7179, -0.5268, -1.2802, 0.3543, 2.4571, -2.024, 0.7751, 1.2141, 1.2553, 0.1997, 0.3712, 0.931, -0.8677, -1.7807, -1.5221, -0.7233, -0.7276, -1.9406, 0.602, -1.0384, 1.6373, 0.0119, -0.1873, 0.0279, -0.7964, -0.8248, -0.5702, 0.6361, 0.2741, 0.9934, 0.3422, 0.6848, 1.5356, 0.0097, 1.0198, -1.9201, -0.8384, -0.2209, -0.5661, -0.4127, 0.4805, 0.4112, -0.3045, -0.478, 1.1932, 0.7209, 0.0807, -0.3771, -0.3546, -1.4836, -1.5528, -0.2713, 2.1199, 0.8572, -1.2514, 1.8925, -0.1573, -0.1665, -0.3181, -1.1775, 1.6837]"
SIG-0153,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 153: detected in wire channel with high confidence.,medium,2056,2026-01-01,2025-12-05,"[0.1862, -1.1912, 1.1326, 0.3059, 0.769, -1.2708, -0.4113, -1.3794, 0.3409, 0.1513, -0.1611, 0.416, 0.0134, -0.04, -0.5325, -0.7796, -0.1077, 1.2616, 0.9066, -1.546, 0.0525, -0.6954, 1.3106, -0.251, -1.3108, 0.6678, 0.1911, -0.7121, -0.1552, 1.1935, 0.2828, 1.1588, 0.6928, -0.1105, 0.8109, -0.5077, -1.051, 0.1569, -0.1817, 1.0967, 0.1044, -0.7949, 0.8504, -1.0143, -1.1119, -0.2054, -0.0818, 0.3618, 0.3163, -0.1385, 0.9554, 0.7004, -1.4588, -2.1354, 0.9737, 0.6533, 1.946, 0.1715, 0.4966, -1.1313, 0.6934, -0.101, -0.5191, 0.0167]"
SIG-0154,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 154: detected in international channel with high confidence.,high,821,2026-01-18,2025-03-10,"[0.5217, -1.1798, 0.3294, 0.6909, -0.1572, 0.4899, 0.2439, 0.2909, 1.9634, 0.14, 0.8186, -0.2957, 0.7459, 0.6244, -1.0165, 2.2374, -1.0694, 1.069, 0.9932, 0.0674, 1.2578, -0.5769, -1.369, -1.7865, 0.3431, 0.7012, 0.5337, 0.371, -0.0288, -0.2047, -0.4263, -0.3155, 0.2246, 1.6464, 2.209, -1.2345, 0.3659, -0.485, 0.0679, -1.4062, 0.6661, -0.666, 0.3832, 0.7236, 0.1198, 2.2698, 0.0041, 0.7566, -2.5811, -2.0904, 2.1795, 0.3525, -1.159, -1.3505, -0.4833, -0.7544, 2.1718, -0.268, -1.9167, 1.562, 0.8539, 0.9591, -0.9567, 0.976]"
SIG-0155,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 155: detected in wire channel with high confidence.,medium,4120,2026-02-06,2025-12-01,"[-0.0041, 0.7147, 0.035, 0.4193, 0.7212, 0.8402, 0.5139, -0.0245, 1.3264, -1.5547, -0.0956, -1.2284, 0.2996, 0.6736, 0.849, 0.2246, -0.3045, 0.1175, -0.069, -0.2075, -1.0244, -0.5418, 1.1241, -0.1794, 0.5037, -1.0946, 0.7797, 0.2906, 1.658, -1.4923, 0.6639, 1.2456, 0.0227, 0.5559, -0.5346, -0.2582, -2.4305, -0.9082, 0.4128, -0.9242, 0.0756, 0.315, -1.431, -0.6751, -0.0462, 0.4235, 0.3884, 0.5447, 1.096, 0.7952, -1.0345, -2.0249, 0.538, -1.799, -1.2346, 1.0462, 0.2951, -1.7506, -0.2001, -0.978, 0.4592, -0.3904, -0.7591, 1.3807]"
SIG-0156,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 156: detected in wire channel with high confidence.,high,2759,2026-03-04,2024-05-27,"[-0.935, 1.3437, -0.7532, 0.1489, -0.2641, -0.6785, 0.117, -0.5152, 0.1899, 1.0836, -0.3688, -1.4157, 0.5557, 0.3333, -0.7814, -1.5706, 0.3578, 0.7341, -0.4149, -0.1149, 0.1805, -1.1632, -0.0485, -0.6353, -0.5723, 0.6035, -0.7429, -0.3327, -0.6202, -0.9078, -0.4027, -0.7367, -0.3133, 1.7731, -0.91, 1.6746, -0.569, 0.1475, -0.2318, -0.2811, 0.2389, -0.6864, -0.5538, -0.5213, 1.0491, -0.2842, -0.7569, 0.7259, -0.804, -0.1888, 0.441, -0.2682, -1.3364, 0.1529, 1.1399, -0.1089, -1.4746, -1.9711, -0.0264, 0.1707, -0.6562, 1.0474, -1.4189, -0.8749]"
SIG-0157,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 157: detected in international channel with high confidence.,medium,2003,2026-01-07,2025-02-19,"[0.5023, 1.5049, -0.5721, -0.602, -0.2101, -1.0421, 1.1928, 0.1026, 0.6449, -1.4011, 0.0152, -1.091, -1.5676, -0.0795, 1.088, 1.0894, 0.1105, 0.5606, -1.2255, -0.7625, 0.3933, -1.3749, 0.6084, 1.2884, 1.9642, -0.0446, -0.6679, 0.3593, -1.427, 0.6017, 2.6735, 0.5569, 3.1834, -0.3527, 0.6588, -1.76, -1.0236, 0.2753, -1.2364, -0.212, -0.6591, 1.0099, 1.7668, 0.0228, 0.5367, 0.1756, 0.5348, 0.8886, 0.6373, -0.2334, -1.4159, -0.6575, 0.3646, 2.0679, -0.0243, 1.1718, 1.1931, -0.7811, -0.543, -0.0127, -0.6834, -0.5117, -1.3075, -1.7197]"
SIG-0158,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 158: detected in international channel with high confidence.,medium,2492,2026-02-19,2025-08-19,"[-0.0906, -0.1269, -0.4405, -1.068, -0.5411, 1.5839, 0.6407, 1.4414, 0.113, -2.0835, 0.282, -0.4285, 0.0146, -1.1875, 0.0696, 0.644, -0.5732, 1.1088, -0.463, -1.2091, -1.0126, 0.6682, -1.047, 0.4069, 0.4067, 1.5231, 0.5081, 0.8541, -0.6653, -1.2206, 0.2898, -1.5471, 0.6964, -1.4243, -1.2094, 0.2534, 2.2748, -1.7153, 0.7664, -0.0035, -0.4763, 1.1031, -0.0595, 0.3338, -0.7303, 0.4274, -0.4487, 3.5245, -1.5427, -0.7318, 0.2183, 1.3922, 0.0548, 0.6744, 0.2546, 1.9285, -1.2928, 2.608, 1.6192, -1.073, -0.3123, 2.0886, 1.2896, -0.5323]"
SIG-0159,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 159: detected in retail channel with medium confidence.,high,996,2025-12-14,2024-07-18,"[1.8232, 1.6833, 1.4414, 0.401, 0.0163, -1.897, -0.1292, -1.6396, -0.5364, -0.0991, -1.4405, -0.5669, -0.0391, 0.8286, 1.0588, 0.0255, -0.6331, -0.4756, -1.3879, -0.1669, -0.3057, 1.0011, 0.7591, -1.6199, -0.1885, 1.5605, -0.4687, -1.4199, 0.1696, 1.2667, -0.4155, 1.0074, 1.174, -0.104, -0.4421, 0.4092, -0.2853, 1.2396, 2.4913, 0.9618, 0.2828, -1.9907, -0.4688, 0.8812, -0.2371, 0.5188, 0.0448, -1.2933, 2.3322, -0.483, 0.0977, -0.1486, -0.9134, -1.4967, 0.1014, -0.2254, 1.6543, -0.4844, -0.1612, 1.2988, 1.5278, 0.0221, -0.7825, -1.1143]"
SIG-0160,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 160: detected in international channel with high confidence.,medium,4078,2026-02-01,2025-07-01,"[0.2047, -2.0403, -1.9146, 0.5633, -0.5353, 0.1697, 1.5741, 0.4137, 0.4528, 0.7437, 0.7193, 1.0895, -0.8896, -1.8047, -0.9891, -2.3985, 0.1009, -0.6912, -0.8462, -0.1151, -0.6176, 0.978, 0.1962, 0.197, -0.0535, -0.1252, -0.3178, 0.4135, -1.7677, 0.2034, 0.0477, 0.1945, 0.2316, 2.2568, 0.3468, 2.8182, 1.1436, 1.5309, 1.8996, -1.1211, 0.9828, -1.0558, -1.9604, 0.0011, -0.6105, -0.7751, -0.964, 0.6758, -1.1137, 1.127, 0.9313, 0.2231, 0.4505, 0.1901, -0.6872, -0.7172, 0.078, 0.1339, -1.081, 1.2601, -0.5982, -0.5245, 0.2766, -1.2633]"
SIG-0161,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 161: detected in atm channel with medium confidence.",critical,3949,2026-02-27,2024-10-19,"[-0.0181, -1.0396, 0.56, -1.6247, -1.1281, 0.009, -0.8894, -0.2339, 0.082, 1.266, -0.337, -0.3669, -0.8096, -0.2237, -0.0555, 0.7666, 1.3782, -0.3525, -1.9827, -0.3376, -0.5014, -0.2252, 0.1663, 1.1286, -0.0016, 0.728, -0.1345, -1.2839, -0.7484, -0.3934, -0.0283, -1.691, -1.0899, 1.0749, -0.4598, -1.0723, 1.0112, -0.1767, -0.42, 0.3785, 0.0457, -0.3709, -0.0378, -0.9525, 0.3156, -1.1832, 0.249, 1.5885, -1.4045, -0.7171, -0.8498, 1.1481, 0.8109, -0.6136, -0.0017, 0.0269, 0.2605, 0.3269, 0.0436, 2.0082, -0.4507, -0.3328, -1.6843, 1.7621]"
SIG-0162,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 162: detected in international channel with medium confidence.,critical,4948,2026-02-07,2025-08-12,"[-0.5234, 0.1539, 2.4418, -1.2304, 0.1069, -1.6904, -0.3561, -0.4367, -0.0553, 0.6874, 0.028, 0.1603, -0.5066, -0.4936, -0.5846, -0.6218, -1.4412, -1.0267, 0.5013, -0.4951, -0.792, 0.8321, -0.4313, -0.1357, -1.2899, 1.1595, -1.1012, -0.4311, 0.131, -1.0758, -0.3394, -1.3513, 0.4785, -0.5238, 0.2729, 0.7326, 0.845, 1.5086, 0.9956, -0.6299, -0.796, 1.432, 1.2222, -0.7506, -0.9442, -1.7454, 0.1706, 0.2537, -1.6858, -0.4299, 1.4823, 0.7298, -1.327, 1.2317, 0.6745, 0.4261, -0.4901, -0.4887, 0.1676, -0.3384, -0.5597, -0.9712, -0.686, -0.9955]"
SIG-0163,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 163: detected in retail channel with medium confidence.,medium,4367,2026-02-28,2024-11-28,"[-1.4788, -1.2571, -1.454, 0.5492, 2.4522, -0.0594, 1.3182, -0.49, 0.3949, 0.4628, -0.701, 0.1815, -1.4345, 0.3034, -0.4969, -0.2247, -0.724, 0.5959, -1.003, 0.854, -0.1104, -0.1134, -0.5822, 0.3802, 1.1125, 1.6539, -0.0783, 0.0596, 0.0663, -1.5793, -0.8812, -1.5025, -0.6555, -0.1094, 0.184, -1.8301, 0.5795, -0.9225, -2.062, -1.6894, -1.1546, 0.1979, 0.7905, 0.0058, -0.6517, 0.2369, 0.4979, 0.6871, -1.0916, 1.1104, 1.4678, 0.3997, -0.4507, -0.0792, -1.0048, -0.0579, 0.6705, 1.1906, -1.6629, 0.3151, 0.6501, 1.7847, 2.1539, -0.3969]"
SIG-0164,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 164: detected in wire channel with medium confidence.,high,4689,2026-01-29,2025-10-27,"[-0.0182, 0.2275, -0.1345, -0.2762, -1.4406, -1.6943, 0.2011, -0.7902, -0.9322, -0.1821, -2.3468, -1.0707, 0.327, 0.195, -1.7887, 0.3311, 0.8832, -0.3871, 1.5508, 1.4335, 0.1181, -0.1382, 1.3779, 0.1203, -0.6045, -0.0405, -1.3967, 0.497, 0.3837, 0.4206, -0.0012, -0.7757, -0.4224, -0.2313, 0.878, 0.2959, 0.0009, -0.5138, 0.7746, -1.1475, -1.3716, 0.2399, 0.0201, -0.7492, 1.4503, -1.2491, 0.0347, 0.7134, -2.7435, -0.5427, -1.8518, -0.4377, -1.4991, -0.1309, 0.3169, -1.2436, 1.7224, 1.2619, 1.2293, 0.028, 1.1982, 0.1281, 0.571, -0.5892]"
SIG-0165,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 165: detected in atm channel with high confidence.",high,3810,2025-12-17,2024-06-17,"[0.5528, -0.9874, 1.6186, 0.3832, -1.3504, 0.4842, 1.003, 0.4779, -0.8005, 0.0854, 1.3615, -0.732, 0.6184, -1.1756, 0.0429, -0.1196, 0.7506, -0.8912, 0.184, -0.3523, 0.561, 0.8837, 0.5831, -0.8203, -0.2726, -0.7342, 0.0406, 0.6083, 0.2354, 1.3672, 0.9394, -0.3651, -2.339, -0.2744, 1.1456, -0.7579, -0.433, 0.9562, 0.5543, -0.2367, 0.4851, 1.0965, 0.3383, -0.5647, -0.1144, 0.5682, 0.4275, 0.3957, 0.4865, 0.3081, -0.3541, -0.5198, -0.0107, -0.0873, 0.7651, 1.2771, 0.5187, -0.6538, -0.5678, -1.3751, -0.2003, -1.6334, 0.1134, 0.78]"
SIG-0166,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 166: detected in international channel with high confidence.,medium,3956,2026-02-09,2025-10-29,"[0.1906, -1.7372, -1.5657, 0.4754, 2.4762, -0.0031, -0.411, 0.7789, -1.6835, 1.1779, -0.1659, 0.0103, -1.8916, 0.6924, -0.0045, 0.5159, -0.4857, -1.4622, -0.2835, -0.493, 1.0113, -0.0135, 1.2562, -3.2, -0.7188, -0.0339, 0.0743, -1.5936, -0.7968, -0.14, -0.5479, -0.5519, 0.7448, 0.1087, 1.0187, -0.5816, -0.161, 0.2766, -0.9646, 1.0031, 1.448, 0.7487, -0.0253, 0.7054, 0.091, 1.029, 0.2533, -0.5536, 0.5103, 0.121, -1.0167, 0.9037, -0.3778, -0.8828, 0.591, -0.4328, 0.355, -0.1637, -0.3153, 0.049, 0.2003, -0.3966, 0.0541, -0.5063]"
SIG-0167,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 167: detected in wire channel with medium confidence.,medium,3403,2026-01-19,2025-03-03,"[-1.3615, 0.1928, 0.3222, -0.7703, 1.7189, -1.2017, 0.8721, 0.6129, -1.2987, -0.7273, 0.092, 0.42, -0.9125, 0.958, 1.2247, -0.5676, 0.783, 1.3448, 0.5308, -0.9756, -0.6828, 1.6415, 1.404, 0.679, -2.4407, 0.6112, 2.2897, 0.7351, 0.41, -1.6819, 0.415, 0.867, -0.3463, -0.6607, 0.9995, 0.4976, -0.2412, -0.0396, -1.4422, 0.7768, -1.7832, -1.0316, -0.3158, 1.653, 0.2795, 0.2216, -2.348, -0.0414, -1.4608, 1.445, -1.5014, 1.6617, -0.7063, 0.3078, 0.3296, -0.3846, 0.1808, -0.5472, -0.9153, 0.6316, 0.9137, 1.309, -0.9347, 1.4749]"
SIG-0168,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 168: detected in wire channel with medium confidence.,critical,2805,2026-01-18,2025-10-23,"[-0.2847, 0.3082, -1.4488, 0.257, -0.1035, 1.3611, 0.8053, -0.1549, 0.2701, 0.3043, 0.4863, 0.1369, 1.1548, -0.5372, -1.3847, 0.168, -0.8418, 1.4983, -0.3697, -0.4181, -0.0424, 0.0539, -0.5373, -0.5388, 0.281, 0.9398, -0.2876, -0.0904, -1.17, 0.6295, -0.4442, -0.5233, -0.4705, 0.5313, 0.0185, 0.4892, -0.2828, -1.997, 0.4101, -1.0319, 0.6443, 1.099, -1.264, 0.1495, -2.4092, -0.5928, 0.3084, -0.9693, 0.2097, -0.194, -0.4385, -0.1892, -1.0005, -0.6753, 0.2623, -0.1129, -1.0741, 1.6996, -1.1754, -0.0132, 0.8859, -0.8597, 0.6056, -1.2848]"
SIG-0169,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 169: detected in p2p channel with high confidence.,high,1132,2026-01-24,2024-07-23,"[-1.4561, -1.2776, 0.0491, -0.8206, 0.2848, -1.5899, 0.0979, 1.2225, 0.6032, 1.212, -0.5352, 1.8102, -0.0376, -0.8874, 0.1112, 0.1787, 2.7856, 0.9459, -0.4855, -0.5271, -1.7464, -0.1687, -2.7576, 0.2619, 0.7598, -0.9299, -3.1852, -2.1015, -0.8876, -0.6745, 0.9592, -1.1094, -0.48, -0.6426, 0.3479, -0.153, -0.2871, -0.5527, 1.1883, -0.5964, -1.6019, 0.4027, -0.5498, -0.6248, -0.5024, -0.6664, 0.3643, 0.6647, -1.7195, 0.483, -1.3022, -0.3667, 0.9875, -0.1739, 0.1141, 0.327, 1.7174, 0.4222, -0.8419, -0.9664, 0.2083, -0.6328, -1.1937, 0.4686]"
SIG-0170,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 170: detected in international channel with medium confidence.,critical,1322,2026-01-24,2024-07-22,"[-0.0728, 2.3328, 1.7684, -0.3823, 0.0421, -1.5021, 0.7452, 2.0635, -0.4608, 0.2245, 0.7751, 0.6239, -0.1855, 0.9792, 0.6583, 1.1916, -0.4547, -1.8447, 1.2078, 0.6226, -0.3193, 0.7014, -1.6712, -0.0123, 0.8335, -1.1698, 1.0486, -0.4072, 1.6947, -0.3745, 1.5917, 0.8273, -0.8878, 0.0111, 0.1278, -0.1801, 1.3945, -2.1242, -0.4507, 1.8525, 0.7627, -0.5099, -1.7651, -1.0495, -1.2146, 0.1494, -0.5609, 0.9476, -0.6273, -0.4774, 1.9726, -0.959, 1.3278, 0.029, 1.0594, 0.2476, -0.4166, -1.6291, -0.2103, -0.0617, 1.4959, -0.7373, 0.7964, -0.1419]"
SIG-0171,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 171: detected in p2p channel with high confidence.,high,2428,2026-01-16,2024-12-27,"[0.3652, -2.7455, 0.7523, 0.3013, 1.0177, -1.0145, -1.9564, 0.5112, 1.2688, -0.1156, -0.937, 2.1491, 1.2731, 0.1021, 0.9584, -0.1299, 1.6865, 0.754, -0.4725, -1.3417, -0.7242, -1.86, -0.4631, 0.8058, 0.8138, -0.8778, 1.2104, -1.142, 1.2286, 0.8349, -1.7542, -0.1119, 0.8916, 0.2718, -2.767, -0.4122, -1.1165, 0.3173, 1.2199, -0.2846, 0.0573, 0.573, 0.4001, -1.3068, -1.4338, 0.6216, 0.1113, 0.5669, -0.6274, 0.2824, 0.2418, -0.1749, 1.2233, 1.1663, -0.2941, -0.1985, -0.5821, -0.8367, -1.3695, 0.5404, 0.5181, -0.1633, -1.4748, -0.3777]"
SIG-0172,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 172: detected in p2p channel with high confidence.,high,337,2026-01-19,2024-12-02,"[-1.1448, -0.3914, -1.3558, 0.2448, 0.258, -0.6057, -0.4547, -1.2898, -0.3025, -0.4595, -0.6892, 1.3763, -1.0896, 0.7117, -1.9858, -0.4315, -0.9883, 0.7495, 0.033, 0.3545, 0.5087, 0.1162, -0.1417, 0.3001, 0.2835, 0.3266, 0.3798, -0.156, 2.5492, 0.4917, -0.4792, -1.588, 1.2355, -1.7347, 1.4773, 0.3046, 0.7207, -0.9387, -0.9737, -0.6632, -0.0842, 1.1639, -0.4732, 0.4657, -1.9927, 1.4579, -0.5003, 0.2363, 1.211, -0.1155, -0.2455, -0.6386, -0.4298, -1.3001, 1.2787, 0.3734, 0.6228, 1.1581, 0.9108, -0.9102, -0.6459, -0.8794, -1.0563, 1.2727]"
SIG-0173,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 173: detected in atm channel with medium confidence.,high,4432,2026-02-24,2024-12-26,"[0.9764, -1.1271, 0.3014, -1.6051, -0.053, 0.2977, -1.3939, -1.386, -1.0127, 0.1928, 1.0182, 0.0645, -0.4671, -1.4696, -0.9594, 0.9568, -1.5735, -1.816, 0.4073, 1.6909, -1.7492, -1.1803, 0.1313, -1.3076, -0.5744, 0.5747, -0.6842, 1.5536, -0.5284, 0.5957, 0.5078, -0.6356, 0.1948, 1.3947, 1.466, 0.2905, -1.0613, -1.0034, -1.3152, -0.6908, 0.6419, -0.2683, 0.7964, 0.0629, 0.54, 1.9696, -0.2094, -1.5631, -2.2144, -0.4246, 0.7049, 0.6225, 0.3732, 0.2562, 1.2987, 1.0316, -0.5907, -0.1002, 3.2754, -1.8437, -0.3606, -1.5035, 0.1892, 0.489]"
SIG-0174,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 174: detected in wire channel with high confidence.,high,4227,2026-01-10,2025-10-31,"[1.5191, -0.7306, -0.5695, 1.7235, -1.7404, -0.1962, 0.967, -1.2477, -0.0019, -1.2189, 1.1308, 1.4811, 0.9059, 0.1184, 1.2195, 0.4081, 0.8548, 0.6649, -0.0391, -0.4056, 0.3788, 0.7888, 1.0153, 0.3436, -0.2299, -0.6524, 0.8847, 0.996, 0.3975, 1.2053, 0.4975, -0.2761, 0.4194, -0.8494, 3.0277, 0.7467, -1.3599, 1.6332, 1.0026, -1.0694, 0.8989, -0.2034, -0.9291, 1.4959, -1.0114, -1.1882, 0.2987, -0.8559, -0.6661, -0.1054, -0.18, 0.1437, -0.2501, 0.8741, 1.127, -0.2764, 0.6888, -1.0143, 0.1931, -0.7804, -1.508, 0.1614, -0.664, -1.3827]"
SIG-0175,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 175: detected in retail channel with high confidence.,high,602,2026-01-09,2024-06-12,"[0.8524, -1.6654, -0.3524, -0.781, 0.4721, -0.3577, 0.0834, -0.0502, 0.8787, 0.4085, -0.595, 0.5274, 0.1331, 0.8448, 0.1261, -0.035, -0.005, -1.1715, 2.1478, -1.0606, -0.9278, -0.5939, -0.5758, -1.331, -0.9034, 0.2615, 1.5967, -0.5092, 1.118, -0.5948, -0.3642, 0.126, -0.6756, -1.3052, -1.4212, -1.2441, -1.7662, -0.1511, 0.0934, 1.3583, -0.2492, -1.6052, -0.4788, -0.3512, 1.9717, 0.2725, -0.53, -0.5655, -0.0202, -0.448, -1.1907, -1.5674, 0.6896, 0.0769, 0.7377, 0.447, -0.1029, -0.7782, 0.2325, 1.0095, 1.6132, 1.7687, 0.2543, -0.3755]"
SIG-0176,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 176: detected in p2p channel with high confidence.",medium,3891,2026-01-06,2025-02-01,"[-1.4085, -1.157, -0.9907, -0.9068, 0.1992, -1.5198, 0.5532, -0.4799, 0.6315, -0.4, -1.5267, 0.5517, 0.2266, 1.0409, -0.1826, -0.0198, 1.014, 0.4724, 1.2643, 0.901, -0.0802, 0.853, -0.0865, -0.9672, 1.2106, -0.4708, 2.0822, 0.5806, -0.7175, 2.095, -0.6036, -0.7947, -1.1236, -1.9786, -1.2201, 1.1206, -0.4139, 0.8699, -0.7776, 0.0189, 0.0557, 0.8201, -0.2543, -1.7472, 0.7461, 0.9006, -0.9925, 0.2341, -1.0029, -0.8858, 1.706, 0.0898, -0.2804, 0.2305, -0.7838, 2.0273, -0.2072, 1.7978, 0.0878, 0.3452, -1.6989, 0.3952, -0.2089, 0.0058]"
SIG-0177,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 177: detected in international channel with medium confidence.,high,815,2026-03-01,2025-04-12,"[-0.5516, 0.8026, -0.7595, -1.4363, -0.0851, 2.8439, -0.8946, -1.2829, -0.37, 0.5073, 0.6382, 0.224, 0.5131, 0.6432, 0.2565, 1.7538, 0.7754, 2.3618, 1.237, -1.3206, -0.317, 0.5063, -1.0688, -0.1629, 0.8003, -0.0159, 1.791, 1.6177, -1.3676, 0.6003, 0.6113, -0.6921, -1.6829, -0.5659, 0.9365, -1.0359, 1.3913, 0.3597, -0.6466, 0.9285, 1.4894, 1.1667, 0.3757, -0.0983, -1.094, -0.1332, 1.7632, 0.8684, -0.8647, 0.9082, -0.2214, 1.3965, -0.4456, 0.8707, -0.7712, 1.2323, 0.8626, 0.5343, 0.4124, -0.7788, 0.2033, -0.5614, 0.7126, 0.4489]"
SIG-0178,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 178: detected in atm channel with high confidence.,high,475,2026-02-26,2025-06-26,"[-0.2894, 0.3671, 1.5557, -1.2985, 0.5427, 0.1379, -0.6954, -1.6198, 0.1864, -1.6157, -0.4433, 0.8117, -3.2778, -0.6545, 0.9166, 0.7299, 0.6942, 0.5146, -0.0487, 0.0436, 0.4484, 0.0669, 0.461, -1.7248, -0.7873, -1.0801, -0.1614, 0.7472, -1.923, -0.9676, -1.6186, -2.7891, 0.0454, 0.4255, 0.6564, -0.7844, -0.6529, 0.0374, 1.9051, -1.43, -0.0195, -0.8764, 0.1745, 0.3377, 1.303, 1.8966, -0.22, 0.0701, -0.5894, 0.536, -0.9356, 0.4033, -0.3316, -0.5293, -0.2929, 1.1329, 0.9073, -0.8222, -0.923, 0.6221, -1.4209, -1.3902, -0.7141, -0.1451]"
SIG-0179,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 179: detected in international channel with high confidence.,medium,715,2025-12-08,2025-06-05,"[0.5964, 1.1495, 0.2325, 1.4478, -1.331, -1.0232, 1.0506, 1.4709, -1.0008, 0.3306, -0.1736, -0.4809, 0.484, 0.6012, 0.5662, 0.9638, 0.3382, -0.1277, 0.4907, -0.6991, 0.6283, -1.0702, 0.5319, -0.9652, 0.9976, -0.4955, 0.4191, -0.9634, 0.3323, -0.3746, 0.0683, -0.0105, 0.9149, 0.7626, 1.6253, 1.0067, 0.3256, -0.4331, 0.1594, -0.3135, 1.5343, -0.9197, -0.9847, -0.7761, -0.4454, -1.2491, 0.9468, 0.543, -1.3798, -0.4737, 0.2271, -2.1101, -0.321, 1.2584, -1.0168, -1.2124, 1.5882, -1.2793, -0.5798, 0.882, -0.5201, 0.7747, 0.3186, 0.6932]"
SIG-0180,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 180: detected in international channel with high confidence.,critical,2711,2026-02-18,2024-07-24,"[-0.0782, -0.1983, 0.5147, -0.8322, -0.0362, -1.2392, 0.1786, 0.4497, 0.1152, -1.9652, 1.4879, 0.7191, 1.2294, -0.2184, 0.0903, 1.2056, -0.2602, 0.0561, -0.3145, -2.006, 1.8223, -0.5271, 1.0302, 0.283, -0.0126, -0.1107, -0.1908, 0.2672, 0.412, 0.4364, 0.1241, -0.0713, -1.0501, 1.0467, -0.9767, 1.2604, -0.8053, -0.1561, -0.5484, -1.0628, 0.8955, -0.9844, -1.1827, -0.7525, 0.2204, -0.3965, 0.9415, -1.5897, -0.4964, -1.3207, 0.1318, -0.2389, 0.7327, 0.1983, 0.3865, 1.2041, -1.3428, 1.6132, -0.1568, 2.8258, -1.7458, -0.3699, 0.499, 0.1868]"
